"","Ro2020s021","Ro2020s035","Ro2020s001","Ro2020s003","Ro2020s022","Ro2020s028","Ro2020s012","Ro2020s002","Ro2020s008","Ro2020s026","Ro2020s024","Ro2020s037","Ro2020s016","Ro2020s004","Ro2020s019","Ro2020s029","Ro2020s031","Ro2020s027","Ro2020s009","Ro2020s039","Ro2020s010","Ro2020s030","Ro2020s013","Ro2020s020","Ro2020s007","Ro2020s017","Ro2020s014","Ro2020s023","Ro2020s015","Ro2020s033","Ro2020s025","Ro2020s038","Ro2020s011","Ro2020s018","Ro2020s006","Ro2020s005","Ro2020s036","Ro2020s032","Ro2020s034","taxonomy"
"d4c255ae932cd19c397ee770c9393e08",25,0,0,0,0,1,8,0,57,0,3,0,3,0,0,17,0,5,11,0,26,0,29,28,42,13,7,0,20,0,0,0,8,0,1,11,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__benzene mineralizing consortium clone SB-1"
"ed7c99cde341f02b4b9adc7e6438102e",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"2589274421dfc552afe51448cfa3d3b4",30,0,0,0,6,17,36,0,46,11,8,0,18,0,7,15,0,20,60,2,50,0,70,27,34,36,17,10,53,0,8,3,59,9,11,17,3,0,3,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__uncultured Bacteroidetes bacterium"
"c04fdcad643302dc1afe04a9b5bd89b9",18,0,2,4,11,4,0,0,0,11,0,0,15,3,26,0,0,14,3,0,0,0,0,26,0,0,0,7,0,0,0,0,0,17,15,26,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Pir4 lineage"
"8433b2b28eb3770d6c26651f082d7c6e",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured"
"4f22752597099419b1fa43fa93bd21d5",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__ADurb.Bin120"
"a7cf279777bdd4a9a59034a72262d252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Thermoanaerobacterales; D_4__SRB2"
"f3086984b9fb97ffd8cc6ca3f5a5eab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"cfa64a7c27f597cdd2a0ff56f4a637fc",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__uncultured; D_6__uncultured planctomycete"
"4e7ddc62f6a83a51cb6bdeb439e56904",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae"
"92d419b7dbf4775bb0d711048c2cc011",0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9; D_4__ST-NAGAB-D1; D_5__Phycisphaerae bacterium ST-NAGAB-D1; D_6__Phycisphaerae bacterium ST-NAGAB-D1"
"a27eeeb7f197e9ee8fdd7e1d3c435430",2,0,0,0,0,6,0,0,0,6,0,0,0,0,2,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__uncultured"
"a769ecaff0c6422bb59f97353ec82783",10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"3b307a434704b47ecf515c96442239c4",23,0,0,0,10,0,0,0,0,0,9,0,16,0,6,0,0,13,0,0,0,0,0,13,2,0,0,0,0,0,6,0,0,9,4,9,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"2ebbe7b6be9f7ccf06176909f6976e67",0,0,0,0,0,2,9,0,10,0,0,0,0,0,0,0,0,0,19,16,12,2,11,0,6,11,4,0,10,0,0,23,11,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured"
"4ddee3c396dc292e130e10aad8cdc49b",0,0,24,4,0,0,0,2,4,0,0,0,0,4,3,0,54,0,0,2,0,73,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,9,3,"D_0__Bacteria; D_1__Chlamydiae; D_2__LD1-PA32; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"ed24de4bc65334d4c1795df5e650dfeb",0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ercella; D_6__uncultured bacterium"
"2ea204265d705871b0d3158bcd2f442d",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,1,0,0,7,2,0,3,1,0,0,6,3,0,2,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia; D_3__Synergistales; D_4__Synergistaceae; D_5__Thermovirga; D_6__uncultured Synergistaceae bacterium"
"922417d46f9fa8b325a297b0986d6494",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__benzene mineralizing consortium clone SB-1"
"6b02e585ad453dcd3c11d4a0a96a66c8",0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,"D_0__Bacteria; D_1__PAUC34f"
"af1f678ea919af2541abe25deddca7c8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__AKAU3564 sediment group; D_5__uncultured bacterium; D_6__uncultured bacterium"
"a6827d6c4dab76797499d59d762667f8",0,5,0,0,0,0,0,0,9,6,0,0,0,0,0,0,1362,0,0,0,0,1783,0,0,17,0,0,0,0,341,0,0,0,0,0,0,0,270,10,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales"
"8d0ee139b1d7f91becb8cc945e4a9d90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae"
"999a4ed031358e4a166fe835b6b974c9",43,0,68,23,4,16,10,11,40,7,0,0,87,31,26,17,0,76,17,0,10,0,20,25,19,14,0,5,12,0,0,4,17,24,44,42,0,0,2,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__Desulfatitalea; Ambiguous_taxa"
"e3dc16f00c3a447b6751f434861fe135",0,0,0,0,0,3,0,0,0,0,0,0,7,2,3,6,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__Christensenellaceae R-7 group"
"ba25710c67847bfc51bd05ee708c2285",0,0,0,0,0,0,3,0,2,0,0,0,0,4,0,2,0,0,2,3,3,0,3,0,4,5,0,0,3,0,0,4,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured; D_6__uncultured Chloroflexi bacterium"
"998c8e9f1aeb55128bd9ec3f1c6b7801",0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,16,12,6,0,5,0,4,3,0,0,2,0,0,23,6,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Lutibacter; D_6__uncultured Flavobacterium sp."
"ef626f9ea47430fe56e51133fcf26871",0,0,0,0,0,23,0,0,0,5,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,21,6,1,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__Marinilabilia"
"af0cdc4cf9231e8e4ce653c3d85ca54a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,6,2,0,0,0,3,2,0,0,0,0,0,9,5,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__ADurb.Bin120; D_6__uncultured bacterium"
"d10af895d3dc1424cc182de99caa6d39",2,0,0,0,6,10,4,0,0,9,0,0,22,0,22,63,0,12,2,0,1,0,0,60,0,0,0,3,1,0,0,0,0,4,20,4,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9"
"32ff4231897a4e5ac62bcaba71cda332",9,0,0,0,10,17,2,0,0,11,37,0,4,2,5,24,0,0,4,0,0,2,2,14,2,0,0,0,0,0,15,0,2,3,3,3,0,2,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Cellulosilyticum; D_6__uncultured bacterium"
"07cebd166cc2122146b7446985947de0",1,0,0,0,9,3,0,0,0,0,0,0,5,0,23,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured"
"c73b7c4d6c5fc0394cb4a0a4116099d5",17,0,2,0,3,8,9,0,6,7,4,0,12,3,18,20,0,7,22,0,16,0,10,18,5,10,6,0,7,0,4,3,21,17,14,21,0,0,0,"D_0__Bacteria; D_1__Lentisphaerae; D_2__Oligosphaeria; D_3__Oligosphaerales; D_4__Lenti-02"
"7695868ebd53a49f883e8481fae41395",0,0,0,2,0,0,9,0,0,0,0,0,8,0,3,5,0,0,6,6,4,0,2,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,"D_0__Bacteria; D_1__Marinimicrobia (SAR406 clade); D_2__uncultured eubacterium AB16; D_3__uncultured eubacterium AB16; D_4__uncultured eubacterium AB16; D_5__uncultured eubacterium AB16; D_6__uncultured eubacterium AB16"
"af16d9748715b7455ec135e31f58245d",0,0,0,0,3,11,0,0,5,12,0,0,0,0,3,14,0,0,3,22,2,0,0,0,2,0,0,0,2,0,5,29,2,3,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__AT-s16; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa"
"a0c85c722ae8a820ed4240ea5a977b07",0,0,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"e9d6e1395a59506f879a8150e3b3047d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Halanaerobiaeota; D_2__Halanaerobiia; D_3__Halanaerobiales; D_4__Halobacteroidaceae; D_5__uncultured"
"3c5d01bd09c0298094a4735eb65b81ed",3,0,5,2,0,0,2,0,7,0,0,0,7,4,7,5,0,6,8,0,3,2,4,7,3,5,2,2,2,0,0,0,6,10,3,3,0,0,0,"D_0__Bacteria; D_1__BRC1; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism"
"5d441746f09b982acb14b0fb72f1a0ab",0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfovibrionaceae; D_5__Desulfovibrio"
"ef5a89d327216e0270b687d8ffcbf9f8",0,0,0,0,0,6,0,0,0,18,0,0,3,0,13,0,0,12,17,0,0,0,1,0,1,5,0,10,6,0,1,0,0,6,0,6,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Thermoanaerobacterales; D_4__SRB2"
"3597d6c665d717cb3cd8dbe1af5d80dc",0,0,0,0,0,3,0,0,0,0,4,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Mobilitalea; D_6__Mobilitalea sibirica"
"688f9a44768f8009c65ca738fb862356",8,2,34,22,0,9,60,6,104,15,2,0,19,25,19,18,45,26,92,34,69,48,83,12,72,58,14,0,69,85,0,70,115,21,5,6,3,61,2,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__ADurb.Bin120; D_6__uncultured bacterium"
"ac32d30e0aaf65cba3ecba6de68e8d8e",0,0,0,0,0,15,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,1,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"2e46c72abcee768d48efa9e8331eb1d8",0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,3,0,1,3,17,5,0,0,0,14,3,6,0,1,0,0,13,5,0,0,0,0,1,0,"D_0__Bacteria; D_1__Cloacimonetes; D_2__Cloacimonadia; D_3__Cloacimonadales; D_4__Cloacimonadaceae; D_5__Candidatus Cloacimonas; D_6__uncultured bacterium"
"ec6c3d04ca611c265ff32a1cf47930a5",0,0,2,0,0,31,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,3,2,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__Marinilabilia; D_6__Marinilabilia nitratireducens"
"c79afba81e59583a1c0a444ad32f7d99",4,0,3,2,0,0,0,0,2,0,3,0,3,0,5,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__uncultured"
"942a4770c6a282c24a382766f3cce638",36,0,7,3,1,0,26,4,31,0,0,0,11,6,42,0,0,18,49,0,36,0,41,12,28,23,10,0,34,0,0,0,32,39,29,45,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__benzene mineralizing consortium clone SB-1"
"515c5468b5a1723df77e953640130c6a",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Anaerosporobacter; D_6__uncultured Coprococcus sp."
"9c6d5f1a9de8b1092882a57c6385f2d1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,1,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae"
"6e6a6b54a749472f73ddb1ea87e92dca",36,0,7,4,12,17,2,2,10,14,6,2,23,4,56,21,0,13,9,2,6,0,13,63,11,6,2,18,9,0,8,3,4,43,20,60,0,0,2,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__uncultured"
"df5f9e214fb114a35d56601966305ac5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae"
"a8747d8eb155d86b54dc4d29e4e12363",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"a203aa7db1087d5f4e04011b5c440264",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__Alkaliflexus; D_6__uncultured bacterium"
"c0312b04b955710e0f430cde70ebc0f1",0,0,0,0,4,0,0,0,0,6,0,0,4,0,11,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales"
"99db766e4ffda81e1ed98058e1d0b21e",0,0,0,0,0,5,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,9,2,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Syntrophomonadaceae; D_5__uncultured; D_6__uncultured Syntrophomonadaceae bacterium"
"8a892864f0a2599ec8bfdfa0c5aaea5b",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,2,0,0,0,0,0,12,1,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured"
"21ee0b1c274c0854398c6443b1c9c269",7,0,2,0,2,2,0,0,0,2,6,0,2,0,3,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,6,3,6,0,0,0,"D_0__Bacteria; D_1__BRC1; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism"
"34f2214a29cb5288e7201c996a74b283",0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae"
"f6c74c066e1ceb394d4f47287cd392d4",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Bacillaceae; D_5__Halolactibacillus; D_6__uncultured bacterium"
"202bc1c93762f5da59df003a8780f85a",48,4,52,11,37,185,77,12,82,95,3,4,59,12,15,165,47,68,164,17,116,111,128,40,68,81,44,41,106,27,11,31,104,49,33,39,0,25,3,"D_0__Bacteria; D_1__Thermotogae; D_2__Thermotogae; D_3__Petrotogales; D_4__Petrotogaceae; D_5__SC103; D_6__uncultured organism"
"8d5db665127e879c2d2b1dc0c80edd05",2,0,3,2,19,17,20,0,17,4,0,0,11,1,0,0,0,9,0,0,19,2,24,0,14,13,2,8,13,0,0,0,23,5,1,0,2,7,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 1; D_5__Proteiniclasticum; Ambiguous_taxa"
"b54467fdb3f0209f487362c8f8a5503b",2,0,0,0,3,0,0,0,0,2,0,0,0,2,7,0,0,8,0,0,0,0,0,2,0,0,0,2,3,0,2,0,0,0,12,8,0,0,0,"D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__WCHB1-41; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism"
"98c48d2ad655b228cafda4a4b46c9237",0,0,0,0,4,1,2,0,0,5,0,2,0,0,0,4,0,0,0,0,4,0,3,1,0,3,0,6,0,0,3,0,3,0,0,0,0,0,0,"D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Haloplasmatales; D_4__Haloplasmataceae; D_5__Haloplasma; D_6__uncultured bacterium"
"667fbc81f4a0f0057176cf0f02bf8ad4",0,0,2,3,5,7,0,2,0,6,0,0,8,0,0,6,0,2,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Sediminispirochaeta"
"8ca3bec8127387202557dc879c5b74dd",0,0,0,0,0,122,0,0,16,86,0,0,16,0,5,125,0,6,2,19,0,0,0,0,7,0,0,5,0,0,3,37,0,3,0,4,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfuromonadales; D_4__Geobacteraceae; D_5__Geoalkalibacter; Ambiguous_taxa"
"50e24d0cc4c372dc9afbd018126a7f42",0,0,9,4,0,31,0,0,0,16,2,0,3,6,4,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,2,2,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales; D_4__Melioribacteraceae; D_5__Melioribacter; D_6__uncultured organism"
"b8cba4b541370387b29f4895d7041862",0,0,5,0,0,0,4,0,15,0,0,0,0,1,0,13,0,0,8,0,4,0,17,4,8,15,9,0,11,0,0,0,16,3,0,0,0,0,2,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae"
"6af2746be9374f1071cbc5d9fdb27aec",0,0,0,0,46,35,7,0,7,23,0,0,6,0,4,0,0,0,23,21,19,7,23,0,7,8,7,25,14,0,0,49,28,2,0,3,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Chromatiales; D_4__Sedimenticolaceae; D_5__Sedimenticola; D_6__uncultured Sedimenticola sp."
"3889d16ebdbd9ecc6d75da1309cd1728",0,0,9,83,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae"
"946f1be894172ecac1332883158f9158",0,0,0,3,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,2,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae"
"691f5801bf4ffa344ee5c09218da0782",5,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Mobilitalea"
"7082fe9a345b80b3dfd39b2777f168ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,0,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Ectothiorhodospirales; D_4__Thioalkalispiraceae; D_5__Thioalkalispira; D_6__uncultured bacterium"
"3299b29e6898421ceafa7592a9c60714",5,0,0,0,0,29,2,0,0,29,0,0,6,0,2,69,0,7,7,0,4,0,2,8,0,0,0,0,6,0,0,0,4,9,2,4,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__Anaerophaga"
"de8f0da919e284e249aeea719ced93fa",0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__MAT-CR-H4-C10; D_5__uncultured bacterium; D_6__uncultured bacterium"
"336a7cb81cd10283529647b085240219",0,3,9,0,17,11,0,2,0,12,9,0,5,2,4,12,10,8,0,0,0,7,0,0,0,0,0,7,0,10,5,0,0,15,4,0,0,7,4,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Escherichia-Shigella"
"90ff97855381ba7e20492dd0626060b9",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured"
